image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;yaw;pitch;roll;watermark_height;x_A;y_A;x_B;y_B;x_C;y_C;x_D;y_D
LARD_train_DAAG_DIAP/images/DIAP_21_500_013.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 12:28;4.03;4.02;1474.3;0.08;3.32;-158.00173179822937;83.8011135090873;0.6532714443616876;300.0;1238;1102;1253;1102;1258;1161;1238;1162
LARD_train_DAAG_DIAP/images/DIAP_21_500_014.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 16:38;4.02;4.01;1423.34;2.28;3.21;-157.90123507513135;81.9900865068088;7.377556868137354;300.0;1066;1007;1051;1009;1022;1071;1002;1074
LARD_train_DAAG_DIAP/images/DIAP_21_500_015.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 16:50;4.01;4.01;1045.37;0.26;2.36;-155.77369241131018;87.30731010111941;-2.89225065299201;300.0;1091;1262;1106;1263;1080;1304;1100;1305
LARD_train_DAAG_DIAP/images/DIAP_21_500_016.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 16:28;3.98;3.97;1322.54;0.33;3.01;-159.3153042873533;86.80073607656871;1.7921038118429988;300.0;1346;1263;1331;1264;1358;1317;1338;1318
LARD_train_DAAG_DIAP/images/DIAP_21_500_017.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 11:53;3.98;3.95;1278.35;3.87;2.93;-158.0075754869988;84.30078022681447;0.4605861583996753;300.0;1004;1116;1018;1116;907;1170;927;1170
LARD_train_DAAG_DIAP/images/DIAP_21_500_018.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 12:18;3.97;3.96;1326.22;-1.14;3.03;-165.7611823573513;86.67519073668281;2.482208757397735;300.0;1765;1238;1780;1238;1793;1292;1814;1292
LARD_train_DAAG_DIAP/images/DIAP_21_500_019.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 15:10;3.96;3.91;1159.86;-6.4;2.68;-148.68438497563236;87.52539148788269;11.085544301879445;300.0;1076;1323;1061;1326;1241;1339;1221;1343
LARD_train_DAAG_DIAP/images/DIAP_21_500_020.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 13:47;3.94;3.94;1118.48;0.41;2.57;-156.2981127927087;83.35726298717525;0.9248772873706756;300.0;1105;1044;1120;1044;1093;1091;1114;1091
LARD_train_DAAG_DIAP/images/DIAP_21_500_021.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 11:05;3.93;3.92;1074.88;-1.84;2.48;-154.315268858128;84.0302690330278;-7.885896003573805;300.0;1161;1067;1176;1069;1197;1118;1217;1121
LARD_train_DAAG_DIAP/images/DIAP_21_500_022.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 15:51;3.93;3.91;1283.58;3.81;2.97;-161.8681086080112;89.209239265286;0.4745427494984369;300.0;1239;1407;1254;1407;1163;1461;1143;1462
LARD_train_DAAG_DIAP/images/DIAP_21_500_023.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 16:42;3.92;3.9;1396.35;2.77;3.23;-162.52118129516018;86.52105318678174;0.5677685530384762;300.0;1338;1258;1353;1258;1267;1317;1288;1317
LARD_train_DAAG_DIAP/images/DIAP_21_500_024.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 16:26;3.91;3.89;1420.45;3.18;3.3;-162.6003597095247;85.99196143797472;-3.569519026612027;300.0;1325;1237;1340;1238;1239;1291;1260;1293
LARD_train_DAAG_DIAP/images/DIAP_21_500_025.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 15:31;3.87;3.87;1364.4;0.97;3.19;-161.3918399387518;88.62022726356017;2.295758091843405;300.0;1396;1375;1381;1376;1377;1434;1356;1435
LARD_train_DAAG_DIAP/images/DIAP_21_500_026.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 15:25;3.86;3.83;1467.19;3.73;3.46;-153.8855865601367;85.52236926153826;0.4067197830377178;300.0;766;1213;781;1213;689;1278;668;1279
LARD_train_DAAG_DIAP/images/DIAP_21_500_027.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 12:17;3.85;3.84;1188.03;-0.74;2.79;-159.56184006814954;86.66539227441343;0.1919656174154877;300.0;1372;1248;1387;1248;1388;1299;1409;1299
LARD_train_DAAG_DIAP/images/DIAP_21_500_028.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 15:52;3.83;3.82;1407.98;-1.19;3.33;-160.9793702496453;86.83152636730583;-0.7303926581870404;300.0;1484;1285;1499;1285;1510;1347;1531;1347
LARD_train_DAAG_DIAP/images/DIAP_21_500_029.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 12:03;3.82;3.81;1140.57;-1.87;2.7;-165.0275483957955;86.7667209783516;-4.872514762186493;300.0;1773;1298;1788;1300;1814;1353;1835;1355
LARD_train_DAAG_DIAP/images/DIAP_21_500_030.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 14:19;3.81;3.79;1232.16;2.87;2.93;-159.51856991479713;84.23004466750162;4.9827226611578;300.0;1151;1114;1136;1116;1086;1175;1065;1177
LARD_train_DAAG_DIAP/images/DIAP_21_500_031.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 11:32;3.8;3.77;1208.08;-5.35;2.9;-161.1867347229127;85.44751079781378;-0.6403996731224555;300.0;1749;1187;1765;1187;1885;1243;1907;1243
LARD_train_DAAG_DIAP/images/DIAP_21_500_032.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 13:00;3.8;3.79;1432.24;-1.83;3.41;-161.5267277252641;87.95861328822852;-4.541678661352855;300.0;1551;1378;1566;1380;1590;1445;1611;1447
LARD_train_DAAG_DIAP/images/DIAP_21_500_033.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 12:13;3.79;3.78;1300.04;1.63;3.1;-155.87418246895993;88.24914499147746;0.5143771161692842;300.0;1012;1357;1027;1357;989;1415;968;1416
LARD_train_DAAG_DIAP/images/DIAP_21_500_034.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 11:24;3.79;3.78;1325.32;0.5;3.16;-162.5597131448709;87.56152494546704;-0.4638886110813693;300.0;1477;1319;1492;1320;1460;1378;1481;1378
LARD_train_DAAG_DIAP/images/DIAP_21_500_035.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 11:35;3.76;3.74;1313.96;-2.57;3.17;-163.05863122935506;86.25732505412739;-4.945285841897952;300.0;1697;1281;1713;1283;1756;1347;1778;1349
LARD_train_DAAG_DIAP/images/DIAP_21_500_036.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 13:54;3.76;3.75;1220.56;0.54;2.94;-164.31363967808704;84.56272531644815;-5.379123278209087;300.0;1596;1164;1612;1165;1573;1217;1595;1219
LARD_train_DAAG_DIAP/images/DIAP_21_500_037.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 15:34;3.75;3.74;1051.68;-3.05;2.54;-153.59049470709053;84.82371241074267;-2.4642972463257733;300.0;1164;1124;1179;1125;1238;1175;1259;1176
LARD_train_DAAG_DIAP/images/DIAP_21_500_038.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 14:19;3.75;3.75;1132.37;0.29;2.73;-153.170104401396;81.37263335227274;-6.648345575595316;300.0;976;898;992;899;960;948;982;950
LARD_train_DAAG_DIAP/images/DIAP_21_500_039.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 14:10;3.72;3.71;1170.88;0.17;2.84;-157.76596239185022;87.34937518166366;2.644459362664036;300.0;1245;1289;1230;1290;1255;1342;1233;1343
LARD_train_DAAG_DIAP/images/DIAP_21_500_040.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 13:18;3.7;3.64;1217.17;-6.69;3.01;-151.31100033909024;86.21463928062218;2.760095167050421;300.0;1248;1227;1232;1228;1429;1274;1407;1276
LARD_train_DAAG_DIAP/images/DIAP_21_500_041.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 16:35;3.69;3.68;1494.72;2.35;3.66;-166.9100718530191;85.20416120215583;2.8869451419029475;300.0;1619;1178;1635;1178;1579;1250;1557;1251
LARD_train_DAAG_DIAP/images/DIAP_21_500_042.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 12:44;3.68;3.66;1357.28;-3.31;3.34;-166.23305188650113;82.4430761957694;0.7653388969428618;300.0;1929;1012;1946;1012;2017;1077;2040;1077
LARD_train_DAAG_DIAP/images/DIAP_21_500_043.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 15:41;3.68;3.67;1185.08;-1.85;2.91;-163.64289797985413;84.34764407513788;4.048853351752955;300.0;1684;1082;1668;1083;1740;1135;1718;1136
LARD_train_DAAG_DIAP/images/DIAP_21_500_044.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 11:54;3.64;3.63;1347.51;3.03;3.35;-169.13457261074694;86.34856546178325;-10.39134385671012;300.0;1723;1343;1739;1346;1627;1390;1649;1395
LARD_train_DAAG_DIAP/images/DIAP_21_500_045.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 13:38;3.64;3.63;1197.51;0.7;2.97;-168.18497597137477;85.81161044597572;-1.3319311380459788;300.0;1806;1219;1823;1219;1782;1276;1805;1277
LARD_train_DAAG_DIAP/images/DIAP_21_500_046.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 13:54;3.64;3.61;1267.15;4.11;3.16;-153.41788657118963;86.20314123176507;-4.518041867365067;300.0;723;1196;739;1197;603;1248;626;1250
LARD_train_DAAG_DIAP/images/DIAP_21_500_047.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 15:15;3.62;3.62;1013.04;0.29;2.52;-149.13664984552682;83.87174376945926;4.37343928264649;300.0;720;1107;704;1108;736;1155;713;1157
LARD_train_DAAG_DIAP/images/DIAP_21_500_048.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 12:34;3.61;3.6;1002.45;-0.64;2.51;-162.29454628819525;86.51528491093443;-2.7560145371533595;300.0;1533;1240;1549;1241;1545;1289;1567;1291
LARD_train_DAAG_DIAP/images/DIAP_21_500_049.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 11:11;3.6;3.6;1356.73;0.02;3.4;-154.11398218499662;86.05212847200804;-1.3248257980298503;300.0;1007;1231;1023;1231;1003;1296;1026;1297
LARD_train_DAAG_DIAP/images/DIAP_21_500_050.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 11:24;3.59;3.59;1130.08;-1.2;2.84;-159.44758199049204;87.14462030263324;-1.995128819391245;300.0;1394;1282;1410;1283;1421;1338;1443;1339
LARD_train_DAAG_DIAP/images/DIAP_21_500_051.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 14:30;3.59;3.58;1170.91;2.04;2.94;-158.15620697860865;83.18647452557046;2.7818524813849352;300.0;1125;1049;1109;1050;1077;1109;1054;1110
LARD_train_DAAG_DIAP/images/DIAP_21_500_052.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 11:33;3.57;3.55;1228.78;-3.41;3.11;-159.53907492882257;83.20238138442963;7.611550457994138;300.0;1509;1013;1493;1015;1613;1061;1590;1064
LARD_train_DAAG_DIAP/images/DIAP_21_500_053.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 11:28;3.57;3.56;1003.28;1.4;2.54;-153.55100783518267;86.01463407564509;-1.4131022672183835;300.0;889;1188;906;1189;847;1237;870;1237
LARD_train_DAAG_DIAP/images/DIAP_21_500_054.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 16:15;3.56;3.55;1330.25;-1.52;3.37;-163.46282170289206;87.02190375104597;-2.3582477393086183;300.0;1653;1310;1669;1311;1688;1378;1712;1379
LARD_train_DAAG_DIAP/images/DIAP_21_500_055.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 11:12;3.55;3.53;1376.68;3.47;3.51;-163.0350372995266;83.91569522883638;-1.5600823821933454;300.0;1333;1115;1349;1115;1233;1180;1256;1181
LARD_train_DAAG_DIAP/images/DIAP_21_500_056.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 13:23;3.54;3.54;1340.3;0.36;3.41;-155.04832659266975;85.088545266318;7.479413973470694;300.0;1037;1201;1021;1204;1039;1268;1016;1272
LARD_train_DAAG_DIAP/images/DIAP_21_500_057.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 11:40;3.54;3.53;1179.63;0.1;3.01;-152.6334008437809;85.07834204449276;-3.800735170139296;300.0;933;1141;949;1142;929;1200;952;1201
LARD_train_DAAG_DIAP/images/DIAP_21_500_058.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 16:27;3.5;3.49;1195.25;-1.28;3.08;-154.2476432618019;88.89772341593607;-1.9627367988764155;300.0;1086;1385;1103;1386;1116;1447;1140;1448
LARD_train_DAAG_DIAP/images/DIAP_21_500_059.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 15:15;3.49;3.48;1121.6;0.12;2.9;-159.80488047609433;86.05009195501904;-4.381522119432163;300.0;1343;1222;1360;1223;1332;1278;1355;1280
LARD_train_DAAG_DIAP/images/DIAP_21_500_060.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 16:32;3.46;3.45;990.84;-1.75;2.58;-161.89882049494602;83.36204120895593;0.5278783167310984;300.0;1570;1036;1587;1036;1616;1088;1640;1088
LARD_train_DAAG_DIAP/images/DIAP_21_500_061.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 16:09;3.44;3.43;1192.65;0.15;3.12;-167.35733675459736;81.88434116671463;1.0784358015765605;300.0;1801;964;1818;964;1801;1028;1826;1028
LARD_train_DAAG_DIAP/images/DIAP_21_500_062.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 11:28;3.43;3.43;1201.08;1.14;3.15;-156.30095105409688;89.55302427510378;3.059618997970068;300.0;1088;1438;1072;1439;1063;1503;1039;1504
LARD_train_DAAG_DIAP/images/DIAP_21_500_063.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 15:14;3.43;3.42;1081.72;-1.06;2.84;-147.9979540400958;88.06416049799306;7.244609612599271;300.0;722;1394;705;1397;763;1447;740;1450
LARD_train_DAAG_DIAP/images/DIAP_21_500_064.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 12:28;3.39;3.39;1308.33;-0.72;3.47;-154.66722612070117;87.04539190481904;0.3941255729423152;300.0;1080;1296;1096;1296;1097;1366;1121;1366
LARD_train_DAAG_DIAP/images/DIAP_21_500_065.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 11:09;3.39;3.38;1301.52;-0.93;3.45;-162.28469576432664;87.93407555460202;-6.889805068080794;300.0;1540;1386;1557;1388;1554;1458;1578;1461
LARD_train_DAAG_DIAP/images/DIAP_21_500_066.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 13:17;3.37;3.36;1104.26;-1.28;2.95;-158.84248191446108;82.87604771475856;-0.6469370068533884;300.0;1365;1026;1382;1026;1397;1087;1421;1087
LARD_train_DAAG_DIAP/images/DIAP_21_500_067.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 14:32;3.37;3.34;1242.94;-4.1;3.34;-152.4731758511622;83.80359973159229;-1.7397705619301715;300.0;1158;1094;1175;1094;1271;1164;1294;1165
LARD_train_DAAG_DIAP/images/DIAP_21_500_068.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 13:39;3.37;3.36;1050.76;1.39;2.81;-154.84482468626254;85.58199790138144;-3.723627652824703;300.0;974;1164;990;1165;926;1218;950;1219
LARD_train_DAAG_DIAP/images/DIAP_21_500_069.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 13:41;3.36;3.34;801.81;3.55;2.16;-150.42066827730918;84.65706230787754;10.703863804773626;300.0;551;1222;534;1225;459;1285;434;1290
LARD_train_DAAG_DIAP/images/DIAP_21_500_070.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 16:35;3.35;3.34;1336.06;1.65;3.59;-158.70143889624893;85.56911726910855;7.69722052665356;300.0;1180;1216;1163;1219;1146;1295;1122;1298
LARD_train_DAAG_DIAP/images/DIAP_21_500_071.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 13:11;3.34;3.33;1025.75;-1.35;2.76;-156.08336705450014;88.68090336041132;-2.32178800198878;300.0;1200;1361;1217;1361;1233;1418;1257;1419
LARD_train_DAAG_DIAP/images/DIAP_21_500_072.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 11:47;3.33;3.33;986.91;1.34;2.66;-164.03255803907126;85.39068698756995;2.8502193496640684;300.0;1522;1147;1506;1148;1489;1204;1465;1205
LARD_train_DAAG_DIAP/images/DIAP_21_500_073.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 14:23;3.3;3.29;1168.44;0.16;3.18;-157.92443002267763;85.35865568923526;-1.5950972867176607;300.0;1225;1181;1242;1182;1214;1247;1239;1248
LARD_train_DAAG_DIAP/images/DIAP_21_500_074.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 15:08;3.23;3.22;1181.38;0.21;3.29;-146.69056635031498;85.95794835176348;1.6899603751554235;300.0;565;1242;583;1242;596;1311;570;1312
LARD_train_DAAG_DIAP/images/DIAP_21_500_075.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 14:32;3.19;3.19;1085.55;-0.36;3.05;-156.40050760647642;85.14618809857784;-0.9908655804464196;300.0;1164;1161;1181;1161;1170;1225;1195;1226
LARD_train_DAAG_DIAP/images/DIAP_21_500_076.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 11:19;3.19;3.18;986.24;1.9;2.78;-162.66954586147276;88.2311357676447;-2.03956156883671;300.0;1398;1340;1415;1341;1334;1396;1359;1397
LARD_train_DAAG_DIAP/images/DIAP_21_500_077.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 12:16;3.19;3.18;1061.98;0.39;2.99;-154.02197449185672;85.35902144841396;2.878595255721969;300.0;984;1184;967;1185;980;1248;954;1249
LARD_train_DAAG_DIAP/images/DIAP_21_500_078.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 12:23;3.19;3.17;1019.96;2.53;2.88;-155.17784695287335;87.67916555795942;3.854575072533295;300.0;932;1325;915;1326;863;1391;837;1393
LARD_train_DAAG_DIAP/images/DIAP_21_500_079.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 12:38;3.17;3.17;1036.58;-1.05;2.93;-153.4855444395107;87.37285045684263;-9.463012789572968;300.0;1037;1258;1054;1261;1055;1324;1080;1328
LARD_train_DAAG_DIAP/images/DIAP_21_500_080.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 15:22;3.16;3.15;967.83;-2.04;2.75;-165.32249730785514;85.33801196230442;3.074301078227682;300.0;1805;1131;1787;1132;1876;1187;1850;1188
LARD_train_DAAG_DIAP/images/DIAP_21_500_081.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 16:12;3.14;3.14;1116.51;0.53;3.18;-160.71476478416068;83.70153725878153;-0.3028741152843306;300.0;1365;1082;1383;1082;1344;1150;1370;1150
LARD_train_DAAG_DIAP/images/DIAP_21_500_082.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 11:35;3.12;3.11;1014.62;1.06;2.92;-153.83199393183645;89.01310189693277;-5.169196209339669;300.0;919;1358;936;1360;876;1418;902;1420
LARD_train_DAAG_DIAP/images/DIAP_21_500_083.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 13:09;3.1;3.09;968.4;-1.39;2.8;-161.56773231601815;84.88327034092869;7.437923244044217;300.0;1521;1095;1503;1097;1576;1149;1550;1152
LARD_train_DAAG_DIAP/images/DIAP_21_500_084.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 15:36;3.09;3.08;716.61;-1.39;2.08;-159.35768983629734;87.50868671460523;-5.99275841338128;300.0;1403;1280;1421;1282;1438;1329;1464;1332
LARD_train_DAAG_DIAP/images/DIAP_21_500_085.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 13:06;3.08;3.07;1098.75;-1.53;3.2;-157.3733499386721;80.84128820259636;0.3305653509352855;300.0;1304;908;1286;909;1331;978;1357;978
LARD_train_DAAG_DIAP/images/DIAP_21_500_086.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/07/2020 15:24;3.07;3.07;1077.24;0.76;3.14;-152.88483135072;87.22362954378607;-3.941248737921954;300.0;887;1265;905;1266;854;1331;881;1333
LARD_train_DAAG_DIAP/images/DIAP_21_500_087.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/04/2020 13:54;3.07;3.06;761.78;1.95;2.22;-154.63449056481946;86.69652519518156;10.630626121699477;300.0;921;1274;903;1277;873;1332;847;1337
LARD_train_DAAG_DIAP/images/DIAP_21_500_088.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 14:02;3.06;3.05;925.8;-2.18;2.71;-160.96985589939763;87.98443465328602;2.201796147619956;300.0;1541;1303;1559;1303;1635;1359;1608;1360
LARD_train_DAAG_DIAP/images/DIAP_21_500_089.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 12:04;3.04;3.03;1111.5;-1.82;3.28;-160.25879726362857;84.1814517537591;-4.514286583217072;300.0;1493;1133;1511;1134;1541;1209;1567;1211
LARD_train_DAAG_DIAP/images/DIAP_21_500_090.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/08/2020 11:02;3.02;3.02;1162.34;0.1;3.44;-162.20841608003127;88.1346069428894;2.6182739617149924;300.0;1497;1341;1479;1342;1502;1417;1475;1418
LARD_train_DAAG_DIAP/images/DIAP_21_500_091.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 15:15;2.98;2.97;850.67;2.0;2.55;-161.85268688497877;86.90352144315591;-2.521845622944446;300.0;1347;1249;1365;1250;1275;1302;1302;1303
LARD_train_DAAG_DIAP/images/DIAP_21_500_092.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 13:54;2.98;2.95;1018.61;5.3;3.08;-157.5307072696219;86.2936842696318;-12.789127775314409;300.0;918;1157;936;1161;728;1184;755;1190
LARD_train_DAAG_DIAP/images/DIAP_21_500_093.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 12:12;2.98;2.97;808.72;0.28;2.43;-157.36152827803696;83.46162820019434;-7.603611173945005;300.0;1251;1034;1269;1037;1248;1089;1275;1092
LARD_train_DAAG_DIAP/images/DIAP_21_500_094.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/05/2020 15:15;2.97;2.95;1160.33;-3.53;3.51;-158.5422218503769;87.64490904239808;0.2112023047468559;300.0;1477;1325;1495;1325;1589;1403;1616;1403
LARD_train_DAAG_DIAP/images/DIAP_21_500_095.jpeg;2648;2448;earth_studio;LARD_train_DAAG_DIAP;DIAP_21_500;DIAP;21;;;;01/06/2020 12:55;2.96;2.95;1081.68;-1.04;3.27;-154.69566090030173;89.4769244477877;-1.3073156847381882;300.0;1097;1422;1115;1422;1125;1495;1152;1496
